Index,Date,Time,[uSec],TagID/BPM,Freq [MHz],Codeset,Antenna,Gain,RSSI
249,8/30/2024,22:09:48,153365,201,166.38,Lotek6M,Antenna 1,75,81
250,8/30/2024,22:09:59,753595,201,166.38,Lotek6M,Antenna 1,75,87
251,8/30/2024,22:10:12,214043,24,166.38,Lotek6M,Antenna 1,75,52
252,8/30/2024,22:10:12,709520,89,166.38,Lotek6M,Antenna 1,75,93
253,8/30/2024,22:10:27,17131,24,166.38,Lotek6M,Antenna 1,75,36
254,8/30/2024,22:10:52,921675,24,166.38,Lotek6M,Antenna 1,75,74
255,8/30/2024,22:11:04,24400,24,166.38,Lotek6M,Antenna 1,75,44
256,8/30/2024,22:11:05,413419,89,166.38,Lotek6M,Antenna 1,75,90
257,8/30/2024,22:11:29,928688,24,166.38,Lotek6M,Antenna 1,75,88
258,8/30/2024,22:11:41,31371,24,166.38,Lotek6M,Antenna 1,75,81
259,8/30/2024,22:11:41,256000,201,166.38,Lotek6M,Antenna 1,75,90
260,8/30/2024,22:11:55,833808,24,166.38,Lotek6M,Antenna 1,75,87
261,8/30/2024,22:12:18,656624,25,166.38,Lotek6M,Antenna 1,75,60
262,8/30/2024,22:12:18,957739,201,166.38,Lotek6M,Antenna 1,75,66
263,8/30/2024,22:12:56,658517,201,166.38,Lotek6M,Antenna 1,75,86
264,8/30/2024,22:12:59,558363,201,166.38,Lotek6M,Antenna 1,75,90
265,8/30/2024,22:13:11,158811,201,166.38,Lotek6M,Antenna 1,75,87
266,8/30/2024,22:13:24,652539,24,166.38,Lotek6M,Antenna 1,75,39
267,8/30/2024,22:13:35,754059,24,166.38,Lotek6M,Antenna 1,75,87
268,8/30/2024,22:13:37,260309,201,166.38,Lotek6M,Antenna 1,75,39
269,8/30/2024,22:14:00,459733,201,166.38,Lotek6M,Antenna 1,75,95
270,8/30/2024,22:14:01,658955,24,166.38,Lotek6M,Antenna 1,75,93
271,8/30/2024,22:14:38,161232,201,166.38,Lotek6M,Antenna 1,75,82
272,8/30/2024,22:14:49,761291,201,166.38,Lotek6M,Antenna 1,75,85
273,8/30/2024,22:14:52,661280,201,166.38,Lotek6M,Antenna 1,75,90
